aaHappiness in life,aboveAvg Happiness,Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive,Economy Management,Elections,Empathy,Energy levels,Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Geography,Getting angry,Getting up,Giving,God,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,Hypochondria,Interests or hobbies,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Life struggles,Loneliness,Loss of interest,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical,Musical instruments,New environment,Number of friends,Number of siblings,Only child,Opera,Parents' advice,Passive sport,PC,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock,Rock n roll,Romantic,Science and technology,Sci-fi,Self-criticism,Shopping,Shopping centres,Slow songs or fast songs,Small - big dogs,Snakes,Socializing,Spending on gadgets,Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Waiting,War,Weight,Western,Workaholism,Writing,Writing notes,Alcohol,Village - town,Smoking,Education,Gender,House - block of flats,Internet usage,Left - right handed,Lying,Punctuality,Validation
5,1,1,5,5,4,20,4,3,3,5,2,4,3,4,5,4,4,1,1,0,3,3,3,5,3,3,4,5,5,4,2,1,1,4,3,5,1,3,2,4,5,4,3,4,1,2,1,1,1,1,5,2,4,5,1,4,1,5,5,1,3,5,190,4,5,5,4,2,5,5,5,4,5,1,4,1,1,4,1,3,2,2,5,5,1,1,5,5,1,0,1,4,5,3,5,4,2,1,4,3,2,4,3,1,4,1,3,4,1,3,5,3,3,4,3,1,5,5,4,5,4,4,4,5,5,4,2,1,2,2,4,4,1,4,5,85,3,3,1,3,never,village,tried smoking,secondary school,male,house/bungalow,few hours a day,left handed,sometimes,i am always on time,0
4,1,2,5,5,5,20,1,1,5,4,1,5,1,3,4,4,1,3,1,5,1,2,1,5,5,1,1,2,5,5,1,2,1,5,5,3,1,5,1,2,5,5,1,5,1,2,4,4,1,1,5,3,5,2,1,1,3,2,2,3,3,3,180,1,3,3,1,1,5,3,2,5,5,1,1,2,2,5,2,1,1,3,5,5,1,1,4,4,2,0,1,4,3,3,3,3,2,5,1,4,1,5,5,1,5,1,3,2,1,3,5,2,3,5,5,1,3,4,5,3,5,4,4,5,3,5,1,1,2,1,3,5,1,1,5,75,1,2,1,3,social drinker,village,tried smoking,college/bachelor degree,male,house/bungalow,less than an hour a day,right handed,sometimes,i am always on time,0
1,0,3,5,5,5,16,3,2,5,3,5,3,3,3,3,5,5,5,1,5,0,3,2,5,4,2,5,4,4,5,5,3,3,3,3,3,2,2,3,5,3,3,3,5,4,1,3,1,1,2,5,3,5,3,5,1,4,5,3,3,3,2,165,3,2,1,3,5,3,5,5,3,4,2,2,4,5,3,2,1,1,4,5,5,3,1,3,3,2,0,3,3,5,5,1,2,1,1,4,2,3,3,2,3,4,5,2,2,1,3,2,2,5,2,5,3,5,4,3,3,4,3,3,3,3,5,1,2,3,3,2,5,3,3,3,49,2,1,2,3,social drinker,city,former smoker,primary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am always on time,1
3,0,3,5,1,1,19,1,1,3,4,3,2,1,4,3,1,2,3,1,3,1,3,2,5,5,2,4,2,3,3,5,2,2,5,2,4,2,3,4,5,3,2,4,3,5,3,3,1,2,2,2,1,4,3,3,1,2,4,5,2,2,3,175,4,4,4,1,3,3,5,5,2,5,3,1,4,3,1,3,1,1,2,5,5,3,5,3,3,1,0,1,4,5,2,3,4,1,2,2,4,4,5,1,5,2,5,3,4,3,4,2,2,5,2,2,3,1,2,3,4,5,3,2,3,2,3,1,1,2,5,4,2,5,4,4,76,3,1,3,3,social drinker,village,never smoked,secondary school,female,house/bungalow,less than an hour a day,right handed,everytime it suits me,i am always on time,1
4,1,2,4,4,5,19,4,2,3,2,2,4,0,4,4,4,2,4,0,5,2,2,1,5,4,2,3,4,3,4,2,4,2,2,0,3,2,2,4,2,4,2,3,3,2,1,2,2,2,2,2,3,4,2,1,1,4,4,0,2,3,2,189,3,3,1,4,3,4,2,4,4,4,2,1,1,3,4,3,2,2,4,4,5,1,3,2,3,1,0,1,2,4,3,3,2,2,1,3,2,2,4,2,1,2,1,4,2,1,3,3,3,3,2,2,3,3,2,4,4,3,3,2,4,0,1,2,2,2,2,2,3,2,2,3,97,1,2,1,2,drink a lot,city,0,secondary school,male,block of flats,few hours a day,right handed,everytime it suits me,i am often running late,0
4,1,3,3,2,2,23,4,3,4,4,1,3,2,1,2,2,5,4,2,5,1,4,2,5,5,1,5,1,2,5,4,5,3,3,5,4,1,3,2,5,3,2,2,2,3,1,3,3,2,2,5,3,5,5,2,5,3,3,2,2,4,3,172,3,3,1,2,1,2,5,4,4,5,3,1,3,4,5,1,2,1,2,5,5,1,2,4,4,1,0,1,4,5,4,4,1,1,1,5,2,1,4,1,2,4,2,1,4,1,3,3,1,5,1,1,2,5,4,4,3,5,2,2,2,3,3,5,1,3,1,3,3,3,2,1,64,1,1,1,5,social drinker,city,tried smoking,college/bachelor degree,female,block of flats,most of the day,right handed,sometimes,i am often running late,0
4,1,3,3,5,3,20,1,3,4,3,2,4,3,5,2,2,2,3,4,2,2,4,3,5,4,2,3,1,3,4,4,3,3,3,4,3,4,2,5,5,4,3,1,4,2,3,3,5,4,4,4,4,5,3,3,3,2,3,4,3,3,3,165,1,2,4,2,1,4,4,3,3,4,3,5,3,3,3,3,3,2,2,5,5,2,5,4,5,1,0,1,3,5,3,4,5,4,4,3,3,5,2,2,4,2,2,3,3,2,3,3,2,5,2,4,3,4,3,3,1,3,4,3,2,2,2,2,1,2,3,3,2,3,3,3,48,2,1,2,1,social drinker,city,tried smoking,college/bachelor degree,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,1
4,1,3,5,5,4,23,5,2,3,5,1,4,2,3,5,5,3,4,3,5,1,5,2,5,3,1,5,5,3,3,1,4,1,4,3,4,1,2,3,3,4,3,2,3,1,1,3,1,1,1,5,1,4,3,1,4,4,3,3,3,4,5,189,4,2,4,4,1,3,5,0,4,3,2,1,3,3,5,1,1,1,3,5,5,1,2,5,5,4,0,1,3,5,3,3,3,1,2,3,3,3,5,2,1,4,1,1,4,1,3,3,3,3,4,1,2,5,5,3,3,5,4,5,5,5,1,1,1,1,3,3,2,5,3,5,88,1,3,1,2,social drinker,village,former smoker,secondary school,male,block of flats,few hours a day,left handed,sometimes,i am often early,0
4,1,1,5,5,5,19,1,1,1,5,2,5,4,5,4,5,1,5,3,2,3,5,2,3,4,1,4,5,3,4,3,5,4,5,1,3,4,3,3,2,4,4,4,1,4,5,5,4,2,2,5,5,5,3,1,5,4,1,4,5,5,4,170,4,5,1,5,3,5,5,3,5,3,0,4,5,4,5,4,3,3,4,4,3,3,2,5,4,2,1,1,5,3,5,4,4,3,1,4,5,2,5,2,5,1,4,3,5,3,4,1,1,4,1,5,3,3,4,5,4,1,4,5,5,4,3,3,2,4,2,0,2,4,3,2,75,1,5,2,5,never,village,current smoker,currently a primary school pupil,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am always on time,1
4,1,3,3,5,5,22,3,1,2,5,1,1,5,4,4,2,1,3,3,3,4,3,4,5,5,1,5,2,3,3,3,2,1,4,3,4,3,1,1,4,5,3,1,3,3,2,5,2,1,1,3,5,5,3,4,3,3,3,4,3,3,4,171,2,2,2,1,1,5,5,3,5,5,1,2,2,2,1,3,0,3,2,4,5,3,3,3,4,3,0,2,4,5,1,4,5,1,2,3,1,4,5,1,4,1,2,2,4,1,2,3,2,4,5,1,2,5,5,3,4,1,3,4,3,4,2,1,1,1,4,4,3,2,1,1,56,1,3,1,2,social drinker,city,tried smoking,college/bachelor degree,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,3,4,5,5,17,1,4,3,1,1,3,1,1,5,2,2,1,5,5,3,3,1,5,1,1,4,5,2,3,1,1,1,3,5,3,2,1,5,3,4,5,2,3,3,1,1,5,1,1,5,3,5,4,1,5,3,5,3,3,2,3,183,3,3,3,1,1,5,5,3,4,1,1,1,1,1,3,1,1,3,2,5,4,1,1,5,4,3,0,1,3,5,3,3,4,3,1,2,1,1,4,3,1,5,1,1,5,3,4,4,3,3,3,3,5,5,5,3,5,5,3,5,5,5,5,1,1,4,1,2,3,3,1,4,75,1,1,1,1,social drinker,city,never smoked,primary school,male,block of flats,most of the day,right handed,everytime it suits me,i am often running late,0
3,0,3,3,5,4,20,1,2,5,4,1,3,5,5,1,4,3,1,1,5,5,5,1,5,5,1,3,4,3,5,3,1,1,3,3,3,1,3,3,3,5,2,1,5,2,1,3,3,1,3,5,3,5,3,3,3,3,5,3,3,3,2,178,1,3,3,1,1,3,3,5,3,3,2,1,5,3,3,1,4,1,2,5,5,3,1,5,1,1,0,1,3,5,3,3,4,1,2,3,2,3,3,1,3,1,1,2,3,1,5,3,1,5,4,1,1,4,3,5,5,1,3,1,5,1,1,1,1,5,2,1,3,1,4,1,58,1,2,1,3,social drinker,village,never smoked,secondary school,female,house/bungalow,less than an hour a day,right handed,only to avoid hurting someone,i am often early,1
3,0,4,2,5,5,21,4,4,4,4,4,4,4,4,4,3,2,2,1,2,4,2,4,5,3,3,5,2,3,3,4,4,2,4,4,3,1,1,5,5,4,2,1,5,2,4,4,4,2,4,4,3,5,2,3,3,2,3,4,4,4,4,169,2,2,2,2,1,4,3,4,4,2,5,3,4,4,1,2,5,2,3,4,5,4,3,3,2,1,0,2,2,3,2,4,4,3,2,2,4,5,4,3,2,3,5,2,4,2,4,4,3,3,5,3,2,2,2,4,3,3,2,2,4,2,2,2,3,2,5,4,2,3,3,3,65,3,4,3,4,social drinker,city,tried smoking,secondary school,female,house/bungalow,less than an hour a day,right handed,only to avoid hurting someone,i am always on time,0
4,1,3,5,5,5,21,1,2,5,3,3,4,3,2,5,5,2,2,2,5,2,2,3,5,4,4,4,4,3,3,2,1,1,2,5,4,2,3,2,3,5,5,1,4,2,1,1,3,1,2,3,3,5,3,1,4,3,5,3,1,1,1,178,2,5,3,3,3,5,5,4,4,4,2,3,2,2,1,3,2,1,2,5,5,5,1,4,3,3,0,2,3,5,5,4,4,3,2,3,1,2,2,2,2,1,1,5,3,1,3,3,2,5,5,5,3,3,2,3,5,1,4,5,4,3,4,1,2,3,5,3,5,2,2,5,78,5,4,1,3,drink a lot,city,tried smoking,secondary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often running late,0
3,0,2,2,3,5,19,2,1,3,4,2,4,2,5,3,2,2,3,2,3,2,5,2,4,4,1,1,3,3,4,4,5,4,3,2,3,2,2,3,3,2,2,1,2,2,2,3,3,3,2,3,5,5,4,1,2,3,5,4,2,5,3,160,3,1,3,4,2,4,5,3,4,3,2,2,4,2,3,4,3,1,3,5,5,5,4,2,5,1,0,1,2,3,2,4,5,3,4,3,2,4,3,1,3,5,3,1,3,1,2,3,1,5,2,4,2,5,5,4,2,5,4,2,2,3,5,3,1,2,3,3,4,1,2,2,43,1,1,1,2,social drinker,city,former smoker,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am always on time,0
4,1,3,5,1,3,20,4,3,5,3,1,3,5,5,1,1,4,1,2,2,5,3,2,5,5,3,5,1,2,3,3,5,1,4,2,4,1,2,5,5,4,3,2,5,4,2,3,5,3,2,5,5,4,4,2,2,3,5,3,2,3,3,175,1,4,2,3,1,3,5,3,4,2,4,1,3,3,3,1,4,1,3,5,5,4,2,3,3,0,1,2,4,5,3,4,5,1,1,5,3,2,5,1,3,2,5,3,5,1,4,2,4,5,5,5,4,4,4,3,1,5,4,3,4,2,4,3,2,1,4,3,3,3,3,2,75,2,4,5,2,social drinker,village,never smoked,secondary school,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often early,0
3,0,3,5,5,1,19,2,3,5,4,1,5,2,4,2,5,4,3,1,4,2,3,5,5,2,2,2,5,2,4,1,3,2,4,4,3,5,1,1,5,2,5,1,4,4,1,1,3,4,3,3,5,5,3,1,2,2,4,1,3,3,2,195,4,3,5,3,1,3,5,3,3,4,2,2,3,4,1,5,1,4,4,5,5,2,2,3,4,0,1,1,3,5,5,3,2,4,2,5,1,5,4,3,1,1,2,2,3,1,3,5,5,3,4,5,3,2,2,3,3,4,2,4,2,2,2,2,5,5,2,4,5,5,2,2,95,1,2,1,2,social drinker,city,never smoked,college/bachelor degree,male,block of flats,most of the day,right handed,only to avoid hurting someone,i am always on time,0
3,0,4,4,5,5,21,1,2,5,4,1,5,2,5,5,3,1,1,1,2,1,3,1,5,4,1,2,5,3,1,1,1,1,2,4,4,4,5,2,3,4,2,1,5,1,1,5,1,1,1,2,3,3,3,1,1,3,1,1,1,1,5,171,1,5,3,2,1,5,2,5,5,5,1,3,1,1,2,2,1,1,3,5,5,1,1,5,3,0,1,1,3,1,3,3,0,2,3,1,4,5,1,1,2,1,1,3,5,1,1,1,2,1,3,5,5,2,3,3,4,2,3,4,5,2,1,1,2,3,0,4,3,4,2,3,65,1,2,1,1,social drinker,city,tried smoking,secondary school,male,block of flats,few hours a day,left handed,only to avoid hurting someone,i am always on time,1
4,1,3,4,4,3,22,4,5,4,3,2,4,2,5,4,2,3,5,2,3,2,4,1,5,4,1,3,2,3,2,2,5,3,3,3,3,3,3,4,5,4,5,1,4,4,3,4,3,2,2,2,5,5,3,2,2,1,2,4,2,4,3,164,3,4,1,2,1,3,5,4,4,3,2,3,5,3,3,3,1,3,4,4,5,4,1,3,4,1,0,1,4,5,3,4,5,1,2,3,3,4,5,4,5,3,2,5,4,1,0,4,2,2,3,1,3,5,4,4,3,5,3,3,2,3,5,2,3,5,4,2,4,5,2,1,55,1,3,1,4,drink a lot,city,current smoker,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,4,4,2,3,22,3,3,2,4,1,4,2,2,4,1,1,2,2,5,2,3,3,3,2,1,5,4,4,4,2,3,2,4,4,4,2,3,4,3,4,4,4,3,2,3,5,3,2,3,5,3,5,4,1,5,3,4,3,4,3,2,172,2,4,5,4,1,4,3,4,5,5,3,2,1,3,3,3,2,2,3,5,3,3,1,2,4,3,0,2,2,5,2,4,1,2,4,2,4,4,4,1,2,2,4,4,4,2,4,3,3,2,3,4,5,2,3,3,4,4,3,2,3,3,4,2,4,4,2,4,3,3,1,4,70,2,3,2,3,drink a lot,city,never smoked,college/bachelor degree,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
2,0,4,5,3,3,22,1,2,2,4,1,4,1,3,4,3,1,3,3,5,1,5,3,5,4,1,3,4,5,2,3,2,4,2,3,3,1,4,5,5,4,4,2,2,2,3,3,3,2,1,3,5,4,4,2,2,5,4,3,4,4,3,190,2,5,5,4,1,5,5,5,3,5,3,5,3,3,4,2,1,1,3,5,5,4,3,5,3,1,0,1,4,4,5,4,4,2,5,5,1,5,3,1,3,1,3,3,4,3,3,4,4,3,5,5,3,1,2,4,2,1,3,5,5,2,1,1,4,1,3,2,5,3,2,2,80,1,3,5,4,social drinker,city,tried smoking,college/bachelor degree,male,block of flats,most of the day,right handed,sometimes,i am often running late,1
4,1,3,4,1,1,28,3,1,5,3,1,3,3,3,2,1,2,4,2,4,1,5,2,5,5,3,3,5,2,4,1,3,1,5,4,5,1,3,3,5,3,2,4,5,4,3,2,1,3,3,2,4,3,3,2,2,5,5,1,3,3,4,178,3,2,3,1,1,1,3,1,3,4,4,1,4,4,4,2,1,1,4,4,5,2,1,3,2,1,0,2,4,3,3,3,5,2,2,5,2,2,5,1,3,3,1,3,3,1,5,3,3,5,3,3,5,2,2,3,2,3,1,2,2,2,3,1,3,4,2,1,4,3,3,3,65,1,1,1,3,drink a lot,city,current smoker,masters degree,female,block of flats,most of the day,left handed,sometimes,i am often running late,0
3,0,2,5,5,1,21,4,3,4,5,1,3,2,5,3,1,3,3,1,5,1,3,3,5,5,3,1,4,3,3,1,5,3,3,3,4,1,4,5,5,3,4,1,4,3,3,3,3,5,3,3,4,5,4,1,1,3,5,5,3,5,5,185,3,3,2,1,1,3,3,2,4,3,4,1,4,3,3,1,1,3,3,4,5,2,3,3,3,1,0,2,4,2,3,4,3,1,2,3,3,2,5,1,1,3,1,2,3,1,4,4,4,5,3,4,3,3,4,3,3,5,3,3,5,4,3,4,4,4,1,4,4,4,3,5,80,1,3,1,5,social drinker,city,tried smoking,secondary school,male,block of flats,less than an hour a day,right handed,only to avoid hurting someone,i am often running late,1
4,1,3,4,5,3,21,3,5,5,5,1,3,1,5,1,1,3,5,1,3,3,1,4,2,5,4,4,2,5,5,1,5,1,5,5,4,1,1,3,3,4,3,3,5,2,3,2,3,1,3,5,5,5,5,1,5,4,4,3,5,3,1,189,5,1,4,1,1,5,5,5,3,1,3,3,5,0,4,1,1,4,5,5,5,3,5,4,3,2,0,1,3,1,5,3,4,1,5,2,1,2,5,2,1,1,5,3,3,5,3,3,1,3,5,5,5,5,5,5,4,1,4,1,2,1,3,3,2,5,2,2,5,5,5,4,85,2,3,5,2,never,village,never smoked,college/bachelor degree,male,block of flats,few hours a day,right handed,everytime it suits me,i am often running late,0
3,0,4,4,5,5,17,1,2,2,4,1,2,2,3,2,3,2,5,1,3,3,1,1,3,5,1,5,4,2,2,1,2,3,4,2,3,5,1,1,3,4,5,3,2,2,2,2,2,2,1,4,4,5,4,2,2,4,5,4,4,3,2,165,1,3,4,5,4,4,3,3,3,4,1,3,4,4,4,1,2,4,5,4,5,1,2,5,4,3,0,1,2,2,2,3,5,2,1,2,1,3,3,5,2,1,1,4,3,1,3,4,3,3,2,4,3,3,3,3,5,3,5,2,1,4,3,3,1,2,2,4,3,4,2,5,65,3,1,1,2,drink a lot,city,former smoker,primary school,female,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,3,3,5,3,21,2,1,5,4,2,3,2,5,4,2,3,3,1,5,1,5,2,5,4,1,5,1,3,4,5,5,2,3,3,4,1,3,5,4,4,3,1,5,3,3,2,1,1,1,2,4,5,4,4,5,3,5,4,4,3,3,170,1,4,3,3,1,5,5,4,4,3,5,2,5,2,2,1,2,1,3,5,5,5,3,3,3,1,1,2,3,2,2,4,3,1,2,2,3,3,4,1,2,4,4,1,5,1,1,1,2,5,1,2,3,5,4,3,1,5,2,2,3,4,5,2,1,1,5,3,3,3,2,2,52,1,2,1,5,social drinker,city,tried smoking,secondary school,female,block of flats,less than an hour a day,right handed,only to avoid hurting someone,i am always on time,0
4,1,3,3,5,5,17,2,3,4,3,5,4,3,4,5,3,1,4,3,5,1,3,3,5,5,1,5,2,4,1,3,1,3,4,5,4,1,5,1,3,5,5,3,5,1,1,1,5,1,1,4,4,5,3,2,3,3,5,1,3,4,3,173,1,1,5,3,1,4,4,5,4,4,2,4,5,3,1,1,3,5,5,5,5,4,4,5,4,1,0,2,4,3,3,3,4,1,3,1,2,4,1,5,3,1,4,2,2,1,5,5,5,4,4,3,3,4,4,4,3,1,5,5,5,4,5,5,1,2,5,5,4,5,1,5,66,1,1,3,1,social drinker,village,current smoker,primary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am always on time,1
4,1,4,4,4,3,28,3,3,2,3,4,5,4,4,2,3,1,2,2,2,4,3,3,4,4,3,4,5,3,3,5,4,1,4,3,3,2,4,5,4,3,4,2,4,2,1,2,3,2,2,4,4,5,3,2,2,3,4,3,1,3,2,182,2,1,4,4,3,4,4,4,4,2,4,3,1,3,2,5,2,4,3,5,5,4,1,2,3,1,0,2,4,2,4,3,4,5,3,3,2,4,2,3,2,1,4,4,3,3,4,5,5,2,5,5,5,2,4,3,3,1,3,4,4,3,1,2,4,1,3,4,4,5,2,4,88,2,4,1,4,drink a lot,city,never smoked,masters degree,male,block of flats,few hours a day,right handed,sometimes,i am often running late,0
5,1,4,4,5,4,20,3,2,4,4,3,5,2,3,4,4,2,2,2,3,2,5,1,5,3,2,5,2,3,3,5,3,5,3,5,4,1,5,5,5,5,1,1,3,3,3,4,3,5,3,5,3,3,3,1,5,1,3,5,3,2,3,160,1,4,3,1,1,5,3,5,4,4,5,4,3,1,3,1,3,1,3,3,4,5,2,4,3,1,0,2,3,3,1,3,3,2,4,4,3,5,4,1,4,2,3,2,5,2,4,1,2,2,4,4,2,4,4,3,3,4,3,5,4,3,1,1,4,1,5,5,1,3,3,2,55,2,4,4,5,social drinker,city,current smoker,college/bachelor degree,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
3,0,3,1,1,3,19,3,2,1,4,3,3,3,5,4,5,4,4,3,5,1,3,3,5,5,1,4,3,3,3,5,3,2,0,3,4,1,5,4,5,5,3,1,5,2,5,3,1,1,3,5,3,5,3,1,3,3,5,1,4,5,3,170,5,4,3,1,3,3,4,5,5,5,5,3,4,3,1,1,5,1,3,4,5,3,1,3,3,0,1,1,4,1,3,3,5,1,5,4,3,5,3,1,3,5,1,2,5,1,4,1,2,5,5,3,3,5,4,3,2,5,3,5,4,5,1,1,2,4,5,3,4,3,3,3,65,1,3,1,5,never,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,3,2,2,3,21,1,4,3,3,2,5,5,5,1,2,1,3,3,4,5,4,4,5,5,1,5,1,2,2,3,2,2,4,4,3,1,1,4,3,4,2,1,4,2,1,4,2,2,3,3,3,5,3,2,3,2,3,3,2,2,3,172,3,2,2,4,1,3,1,4,4,2,4,1,4,2,2,1,5,3,2,4,5,3,3,4,3,1,0,2,3,5,1,3,5,2,1,2,3,4,4,2,2,1,4,4,4,1,3,5,3,3,3,1,3,2,1,3,2,1,3,1,3,2,2,2,3,1,3,2,4,5,3,3,52,1,3,1,3,social drinker,city,tried smoking,secondary school,female,block of flats,less than an hour a day,right handed,sometimes,i am often early,0
3,0,4,2,3,4,23,5,5,3,4,4,4,2,5,4,2,1,1,1,1,2,3,5,2,5,1,4,5,2,2,1,5,2,3,4,3,1,1,1,3,3,4,1,3,1,1,2,4,3,3,5,5,5,2,1,3,4,5,5,2,3,4,189,2,2,5,2,1,5,4,3,4,5,1,1,2,5,5,2,1,1,4,4,5,1,5,3,4,1,0,3,1,1,3,4,1,2,2,3,1,4,1,4,1,2,5,2,3,2,3,4,1,3,3,3,5,3,2,3,1,3,4,2,5,4,1,2,4,1,4,4,3,4,2,3,87,1,5,1,1,never,city,current smoker,college/bachelor degree,male,block of flats,few hours a day,right handed,sometimes,i am often running late,0
1,0,3,3,4,5,17,1,1,4,3,1,4,3,5,1,2,1,1,1,3,1,1,1,5,1,1,5,5,1,1,1,3,1,1,2,3,1,1,1,4,1,2,3,3,5,1,1,1,2,1,4,1,3,3,1,3,5,5,1,4,2,1,168,5,1,4,5,1,4,1,5,1,1,1,1,1,5,5,1,5,4,5,5,5,3,1,5,2,1,1,1,2,2,2,3,5,1,1,1,1,5,5,5,2,1,4,4,4,5,4,4,2,1,1,4,5,1,2,5,4,1,2,1,1,1,1,1,1,1,1,5,3,1,2,5,67,1,1,3,1,drink a lot,village,current smoker,primary school,male,house/bungalow,most of the day,right handed,everytime it suits me,i am often early,0
4,1,2,4,2,4,20,2,2,4,3,2,4,2,3,5,2,1,3,3,5,2,4,2,4,3,1,5,5,2,4,1,2,1,3,4,3,2,2,1,2,2,0,2,4,4,1,4,1,1,1,1,5,4,5,2,5,1,4,4,3,3,2,179,1,4,2,4,2,3,5,3,4,2,2,2,3,5,3,1,1,1,3,3,5,1,1,3,3,0,0,1,3,3,5,2,4,2,1,4,4,4,5,1,4,1,1,4,4,1,0,3,2,4,4,4,2,1,3,3,4,1,3,4,5,5,1,1,2,5,1,3,4,4,3,3,60,2,3,1,2,drink a lot,city,current smoker,primary school,male,block of flats,few hours a day,right handed,only to avoid hurting someone,i am always on time,0
4,1,3,5,5,5,19,3,3,5,3,2,5,2,5,3,4,2,3,3,3,2,4,2,5,2,2,5,3,5,4,2,4,2,1,2,5,4,2,4,2,3,2,3,4,5,3,3,3,3,2,2,4,5,4,2,2,2,5,4,3,3,3,178,2,4,2,4,4,3,5,2,5,1,3,2,2,2,3,2,2,2,1,5,5,2,2,2,2,1,0,2,4,5,5,3,2,2,2,5,1,2,1,3,3,4,2,2,4,2,4,5,4,3,2,3,2,2,4,4,3,4,4,3,4,3,1,1,2,3,2,3,4,4,4,3,68,2,4,1,1,social drinker,city,tried smoking,secondary school,male,block of flats,less than an hour a day,right handed,never,i am always on time,0
4,1,3,4,3,2,19,5,2,4,3,2,4,3,5,2,3,3,4,1,5,1,3,2,5,5,3,5,2,2,4,3,3,2,3,2,2,3,3,1,4,4,2,2,5,4,1,5,1,1,2,3,5,4,4,2,2,2,1,3,1,3,3,170,4,4,3,3,1,3,4,3,5,3,5,1,2,4,4,2,1,2,3,5,4,1,2,2,4,1,0,2,3,5,5,3,5,2,1,3,3,2,1,4,5,2,1,3,4,1,2,4,3,4,5,3,4,2,3,3,4,3,2,5,4,2,4,1,3,3,3,4,4,3,4,1,80,3,3,1,2,never,city,never smoked,secondary school,male,block of flats,few hours a day,left handed,only to avoid hurting someone,i am often early,0
5,1,3,5,4,4,19,3,4,5,4,2,3,2,4,4,4,3,3,3,3,2,4,2,5,4,4,4,5,4,5,3,3,2,4,5,3,1,5,3,3,4,4,2,5,3,4,2,3,3,3,3,5,5,4,1,3,2,4,2,5,3,2,184,4,4,4,4,1,4,4,3,4,3,2,2,2,2,2,4,2,3,4,5,5,2,2,3,4,1,0,1,4,5,4,3,2,2,3,5,2,3,3,3,4,2,1,4,3,3,4,4,4,3,2,4,4,3,3,4,3,2,3,3,3,3,2,1,2,3,2,2,5,4,3,5,84,3,3,2,2,drink a lot,city,never smoked,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often running late,0
4,1,4,2,3,2,18,1,4,5,4,3,2,4,4,2,3,5,1,3,5,2,5,5,4,4,1,2,1,3,2,3,3,4,5,4,3,1,2,1,5,3,4,2,5,2,1,3,1,3,1,2,4,5,3,2,3,4,5,5,5,2,3,171,2,5,2,1,1,2,5,4,4,3,1,2,5,4,4,1,2,4,4,5,5,3,1,3,4,0,1,1,3,5,1,3,5,1,3,4,1,5,5,3,3,1,5,5,5,1,4,4,2,4,2,1,3,3,4,3,3,3,2,2,4,2,5,3,2,4,4,4,1,4,2,4,54,2,3,1,2,social drinker,city,current smoker,secondary school,female,block of flats,most of the day,right handed,sometimes,i am often running late,0
4,1,3,2,2,1,19,2,5,4,3,4,3,3,4,3,1,1,3,2,2,2,5,4,3,5,3,5,1,2,1,5,5,4,4,3,3,1,1,3,4,3,3,2,5,2,4,3,4,3,4,5,5,5,3,2,3,3,3,3,5,2,3,164,3,1,3,1,2,5,4,4,4,2,4,1,3,3,3,2,3,1,3,5,5,3,5,5,5,1,0,2,3,2,1,3,5,1,1,2,1,3,3,2,3,4,3,1,3,5,4,4,5,4,1,1,3,3,3,3,3,5,5,2,2,3,3,4,4,1,4,3,2,3,3,2,55,1,2,1,2,social drinker,village,tried smoking,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often running late,0
